,word,Median_Frequency,Tau
9039,reptil,0.36045079402101066,0.7206741496960082
9040,castro,0.20661998885571364,0.4112198003214392
9041,singular,0.4361061397989048,0.872879373248681
9042,rotten,0.406374486067397,0.8130784215621775
9043,tomato,0.4215217150958968,0.8435810674483502
9044,prometheu,0.2992575105644867,0.5976443735195424
9045,creek,0.425161244144025,0.8509719827862534
9046,bygon,0.22129449438083426,0.4408859065914341
9047,antipathi,0.2652807556147667,0.5294290900655688
9048,aud,0.2399652913274665,0.4784870030936149
9049,jul,0.2354351346935009,0.469385535979952
9050,bunni,0.329911690667701,0.6595220058277388
9051,andhra,0.29186942490215284,0.5829720029788535
9052,remit,0.33118119090130416,0.6621208865230144
9053,censu,0.4586071667075292,0.918581281740328
9054,noun,0.4385983291717632,0.8784703656745563
9055,limitless,0.27041406251728983,0.5399201471898525
9056,solomon,0.2965585824798516,0.5925588310097032
9057,geopolit,0.35614822655238043,0.7125174446978176
9058,muddi,0.3197552178972448,0.6392720830865566
9059,reassess,0.2999225434978829,0.5993661225872916
9060,brood,0.3470350710309653,0.6942289539441882
9061,arabian,0.3483115531029286,0.6968289995891803
9062,tripod,0.3034825856053072,0.6065967703604117
9063,vh,0.35763609776025296,0.7156518695076904
9064,censur,0.33833921477030426,0.6768270684591984
9065,bate,0.2367299601098428,0.4722626569249263
9066,meal,0.4517354082346109,0.9052546295709776
9067,auditorium,0.35452156860061745,0.7095707126838726
9068,kilomet,0.42812216442787454,0.8577970586126759
9069,fingernail,0.27192363475168724,0.5432509091545797
9070,enzym,0.4178082541666711,0.8371454897045671
9071,steep,0.40915677106646775,0.8197527990328929
9072,mercenari,0.40392373623149336,0.8092293675396703
9073,biker,0.3177054504433836,0.6355677397699082
9074,oligarch,0.2990844624704041,0.5980985772581086
9075,thereon,0.2209963333953565,0.4408362281734691
9076,marshal,0.42949374300377374,0.8609014793786778
9077,amelior,0.28937236933093025,0.5786958129600936
9078,predilect,0.2348857221905677,0.4689300052712293
9079,mont,0.33385593145457004,0.6684271073964801
9080,plasma,0.4216690888238983,0.8454673050405215
9081,goat,0.418025506832882,0.8381381161533111
9082,gideon,0.20073788957660788,0.4002319637067679
9083,anxieti,0.4314502685094293,0.8653556983406647
9084,intellect,0.3718260988356588,0.7451857627115641
9085,studiou,0.216405971369102,0.4319159257946648
9086,bolshevik,0.3141158676378161,0.6289268260667842
9087,trove,0.247334151529765,0.4943231733855867
9088,longitudin,0.360114013908738,0.7217903694497898
9089,friction,0.3993657662778828,0.8010012273817213
9090,repossess,0.25400015317992264,0.5078676246656081
9091,qui,0.29114118638666664,0.5827774970536227
9092,candor,0.20851862238429567,0.4162246775795083
9093,mismatch,0.31870004998333745,0.6385363815257262
9094,sunlight,0.3981936219060732,0.7989151632871571
9095,rigidli,0.27253569399341904,0.5454749386132876
9096,whisker,0.27280828757677056,0.5460895759385296
9097,trillion,0.38335072005932896,0.7692266147123601
9098,trickl,0.29210260797445503,0.5851597764228099
9099,portraitur,0.27652310391396306,0.5537833226599895
9100,в,0.2320773251635089,0.4640765398779254
9101,thirst,0.3182504365451123,0.6380544953693689
9102,santo,0.28908772599386945,0.5792196769379039
9103,vu,0.3038477138653293,0.6090643318158785
9104,safest,0.2769487267449511,0.5547759788566825
9105,kung,0.3286224551268426,0.6591699939444827
9106,chevali,0.2819993294918298,0.565083586333687
9107,angrili,0.3412291987214292,0.6847026459254715
9108,ambush,0.4144729999148322,0.8326302199535808
9109,disney,0.3479226591865029,0.6983110028809196
9110,disembodi,0.2585377070617209,0.5178119407647468
9111,oslo,0.2952045986618885,0.5919036540192962
9112,ok,0.3616946338487246,0.7262186188911096
9113,seashel,0.2375865308524382,0.4755540393170475
9114,rift,0.3890067330518119,0.7814426947288045
9115,ss,0.3897620415289685,0.7830057389390264
9116,underwear,0.32902495765665984,0.6603525830188994
9117,fraca,0.18904671310392,0.3775726311353785
9118,outback,0.29044374578177234,0.582423234663343
9119,wiser,0.24706966199790825,0.4948357487586042
9120,immov,0.25351984925317084,0.5078750698840782
9121,overus,0.30598815965363524,0.6139052586164133
9122,comprehend,0.3386345416035413,0.6798751492188149
9123,psychiatr,0.42837643639648026,0.8612243737052984
9124,scuffl,0.2844801876603293,0.5704792910679041
9125,indoctrin,0.3026571135032139,0.6072447459913005
9126,rekindl,0.29945062668721345,0.6007730629455741
9127,cavali,0.2499922951439392,0.5008821216277366
9128,buck,0.3626562265898629,0.7287896640101134
9129,bali,0.2526053736862289,0.5063723603377653
9130,industrialis,0.32473949529256885,0.6522150296970979
9131,wither,0.30520152851344673,0.6127355136578516
9132,darkest,0.2976192848816086,0.5974132925418224
9133,microphon,0.3930310871886048,0.7905542708833636
9134,pigeon,0.379954753875997,0.7641448941070313
9135,deforest,0.3614758941527541,0.7267782627451184
9136,vigour,0.2522807691312812,0.5059830543210796
9137,arcan,0.2665665654715662,0.5349837008869492
9138,sonic,0.3773723778747589,0.7591699002277326
9139,gentri,0.3368694444013066,0.6772888434036225
9140,neural,0.4061036332149722,0.8173881200908034
9141,childbirth,0.3630662095994711,0.7303131359374763
9142,unab,0.2318533682771549,0.4648191318338423
9143,inexperi,0.2743146777396269,0.550739186182846
9144,whittl,0.21482306422187247,0.4304246279647074
9145,degener,0.3890376087158961,0.7829847872979417
9146,technologist,0.3018049486132547,0.6065888237849448
9147,coffe,0.4567319155184588,0.9201868852366948
9148,nz,0.3020454165247428,0.6070885933366543
9149,fathom,0.26539283936116786,0.5328983145596403
9150,provost,0.36627126946351496,0.7372321408610066
9151,nobleman,0.34654208390263275,0.6973228476989775
9152,copycat,0.2424191263135292,0.4865255367612478
9153,staten,0.2380470521587411,0.4776758165957159
9154,cohen,0.24735797001609736,0.4965539024983947
9155,reborn,0.3385662951463944,0.681330532509394
9156,existenti,0.3833967974574772,0.7721440352102678
9157,cinematograph,0.3621384498241261,0.7291194401089008
9158,wretch,0.2817158942800109,0.5663013073093615
9159,snowstorm,0.2514070072617957,0.5049380766628634
9160,alaska,0.3007490330819225,0.6049106976109339
9161,wheelchair,0.3956172963211855,0.7971213816896993
9162,elegantli,0.25106151292459256,0.504318883056978
9163,sumptuou,0.2548777559193264,0.5120694007948215
9164,adv,0.21041668129615232,0.4220037220909213
9165,diagnosi,0.4311047451783755,0.869148566363189
9166,fo,0.344878167022716,0.6944623144865331
9167,crib,0.2822213077507716,0.5676031168742668
9168,militarist,0.2996673648662417,0.6029953543342569
9169,swore,0.31260849092597665,0.6292457535674495
9170,jewelleri,0.3640585428548988,0.7335830195582895
9171,unverifi,0.2578530706769525,0.5183382428945457
9172,creditor,0.3772624359925297,0.7603930057435435
9173,algorithm,0.4755106618249266,0.9595582443162268
9174,fp,0.3339351346359637,0.6726183239291109
9175,fruitless,0.2876459164287111,0.5788216544736287
9176,hispan,0.2264977388700391,0.4548713064448899
9177,ow,0.23001616121753765,0.4620108623209878
9178,jerk,0.3251614069215779,0.6548987222895379
9179,gram,0.3990651873038421,0.8047372866514714
9180,rever,0.3976965014250481,0.8019661979891407
9181,sunshin,0.3698517909939941,0.7455234449802597
9182,nameless,0.27171700463413395,0.5465987463553507
9183,octogenarian,0.15956032610768833,0.3192270281202579
9184,iam,0.20318715292292844,0.4076826260178504
9185,mu,0.3791002827041232,0.7643957803849751
9186,unjustifi,0.3036413780075033,0.6114532209349844
9187,unaccount,0.2630727214234696,0.5291995868656582
9188,lex,0.2925410838317369,0.5889787816090389
9189,hay,0.3790517628171778,0.7644265813161031
9190,turbul,0.39298484265717537,0.7927898122653395
9191,interdepend,0.34124858203471753,0.6878676164349221
9192,substandard,0.2737134678640043,0.5509050519624297
9193,fixat,0.3494991575194246,0.7046639413374123
9194,ailment,0.342256044827031,0.690043036374731
9195,shovel,0.3219011663438819,0.6487657188914818
9196,pale,0.4079452373874101,0.8233308535085713
9197,irrevers,0.3425384151389723,0.6906417443897167
9198,gym,0.3860684208726942,0.7789622434545583
9199,sieg,0.43783867961537626,0.8839994242563202
9200,hydrogen,0.4551982419318302,0.9192890770104254
9201,reset,0.3469719327666527,0.6997578936715492
9202,freehold,0.27666313676024845,0.5571259927794572
9203,greenhous,0.42498114667857023,0.8583055477511071
9204,une,0.3137681597893261,0.6326222785274482
9205,hector,0.22252052385126453,0.44741588733838056
9206,deaden,0.18842686151639354,0.37823003210284495
9207,colonis,0.3535057078893601,0.7133808833734031
9208,sensual,0.33235699506685346,0.670520093949218
9209,subterranean,0.319624967589676,0.64468218195576
9210,friez,0.3085975825781169,0.6222963622972577
9211,kilogram,0.3623837931345525,0.7316038242008657
9212,smiley,0.2911660533155854,0.5870689902705554
9213,waterfront,0.3441991040459329,0.6948028427362227
9214,metadata,0.3636510716926695,0.7343595163968766
9215,specter,0.2319632741351941,0.4669088620299074
9216,innat,0.37203358216443627,0.7516788003360387
9217,humankind,0.326944011284672,0.660075050523136
9218,plaza,0.3649347901513981,0.7372785126200648
9219,elitist,0.2869680138407137,0.5788721967964162
9220,gel,0.3500666853882881,0.7071781823718956
9221,hike,0.3930816150156081,0.7946511029949399
9222,unfairli,0.3207138010025674,0.647626365917399
9223,pt,0.38406749065941614,0.7764021262166071
9224,haircut,0.2881334965575565,0.5814907113586651
9225,fabul,0.327574371755173,0.6616750228286462
9226,impeach,0.3690856785062877,0.7461495145090343
9227,paranoia,0.3251911203081175,0.6569463814465915
9228,biomed,0.3587485191741596,0.7251791166998519
9229,paramet,0.4567355572273617,0.9244514531473308
9230,knot,0.4083052171609653,0.8260983356792789
9231,hardwork,0.2417839623726392,0.4875116861082249
9232,shroud,0.3232410221364168,0.6532417061998547
9233,affabl,0.21728586318996929,0.4378148812057792
9234,sunken,0.3029390231316309,0.6120849701975037
9235,enthral,0.26675746633364816,0.5384819917174349
9236,nuptial,0.2507004493574093,0.5058424066090774
9237,mediocr,0.3430714902787111,0.6938501987528467
9238,embroideri,0.3062267573885391,0.6190025182744993
9239,punk,0.4556899377640349,0.9232348751785164
9240,shuffl,0.3522730787350385,0.7128600658865997
9241,realign,0.3133473581702031,0.6336272743880058
9242,pinch,0.33641050116073945,0.6805985789869707
9243,giga,0.23145398331621325,0.4669549930915444
9244,pokémon,0.3504156000314518,0.7091181599538338
9245,acquitt,0.320028230817938,0.6472934378090862
9246,louvr,0.2935034350184683,0.5933551349323374
9247,euphem,0.3044201049952109,0.6156060019583682
9248,striker,0.3843140573356609,0.7783002403602558
9249,junction,0.4100895808737984,0.8307933481255518
9250,nightli,0.3309690452917734,0.6697299756248986
9251,versa,0.3848933396933236,0.7795397588150222
9252,nocturn,0.3330046851912629,0.6739078999546999
9253,molli,0.30283993259594244,0.6125272075917478
9254,memoria,0.2356242343050855,0.47566278832112896
9255,criminolog,0.3156167760806983,0.6385932723364907
9256,elong,0.3558022673483673,0.7204422840006577
9257,lacquer,0.2981811848464686,0.6030914328206004
9258,tooth,0.3866363075425559,0.7832861023418901
9259,dimension,0.4655835649294557,0.9441701725773484
9260,freak,0.3600309465717773,0.7292134128599183
9261,ankl,0.3698980647119954,0.7493563043151537
9262,cede,0.3635805412814366,0.7364900253942261
9263,grind,0.3763727089070361,0.7625567842774447
9264,beacon,0.3562863876921549,0.7216626830144814
9265,domicil,0.2859255181139124,0.5783223721804523
9266,proverb,0.3578117988059833,0.7248362119122064
9267,forma,0.2399401975616884,0.4847015720825277
9268,womanhood,0.2648408927335789,0.5354390519603305
9269,flagpol,0.25158684801856623,0.5084678235665432
9270,eth,0.2391348377076147,0.4831049918587063
9271,andré,0.2351921265967161,0.4751104967270002
9272,darwin,0.30307347961912645,0.6134804227189989
9273,coo,0.3127887397392796,0.6333418376766594
9274,beautifi,0.2329666646726388,0.47065260962046507
9275,marion,0.20873355974771013,0.4212925133404961
9276,webster,0.27221506400215323,0.5507432635332487
9277,prejud,0.2730974316245538,0.5525492525779482
9278,proviso,0.2539790717159809,0.5136145745483405
9279,linear,0.4661962727071154,0.9462741241035904
9280,bikini,0.3397763343610101,0.6885628516972861
9281,epithet,0.3574164489216862,0.7245965152859917
9282,fervent,0.311955393829602,0.6319029959369038
9283,teamwork,0.2997646658346201,0.6071430359733252
9284,nigeria,0.27687946320204593,0.5605141439006411
9285,inset,0.22546600254074176,0.4556831658314962
9286,canvass,0.2924965916901593,0.5924787025799055
9287,lest,0.30544553802097285,0.6190456792204138
9288,ampli,0.21660339657917227,0.4377854533934802
9289,turnout,0.3418925430727636,0.6934258685266997
9290,adulteri,0.35187861906055795,0.7138705252344097
9291,psych,0.35701421411348144,0.7244699080441469
9292,stairwel,0.25780924516669235,0.52200855240967
9293,ozon,0.3565315730746307,0.7235736838449169
9294,anglic,0.2875501045799668,0.5828014563337679
9295,internship,0.3636157175372317,0.7380766346856751
9296,imped,0.3976907984510246,0.8076644682697389
9297,prodigi,0.35972785291654497,0.7301825959386157
9298,sludg,0.3316697485381507,0.6729135108172124
9299,surf,0.404327612723701,0.8212352470549207
9300,prep,0.3193576956556259,0.6477859851029695
9301,coerciv,0.3339673802119873,0.6776816505700917
9302,bin,0.35933292051477805,0.7295137317937761
9303,readership,0.34486915256165884,0.7000063669659979
9304,cutback,0.26180210746981125,0.5304693802744371
9305,maui,0.2912239251091394,0.5906207225444247
9306,pare,0.2761672165685387,0.5598769754338639
9307,waitress,0.3180461456190906,0.6454088462868572
9308,craftsmanship,0.29988846898696164,0.6083628158895148
9309,chauvinist,0.24411481452611794,0.4944658805465645
9310,unknowingli,0.2989605843359141,0.6065044807647364
9311,matt,0.31241210606492475,0.6340283353966025
9312,cobra,0.36415575307369374,0.7399044839929132
9313,argo,0.21534121589999533,0.4360094802576128
9314,bombay,0.2014454338088572,0.4076840344333318
9315,chimpanze,0.3510981676929413,0.7136616904669483
9316,lamp,0.4377200984666552,0.8907737218742566
9317,extol,0.2942076583531892,0.5974553602534928
9318,potent,0.37227326210826295,0.7571225984116547
9319,archeolog,0.3556938786884836,0.7232311918401184
9320,quota,0.407399969750183,0.8289707855196062
9321,dip,0.39493788086146064,0.8035628925342387
9322,antitrust,0.3338199708327282,0.6786729602013599
9323,kangaroo,0.35036213050884524,0.7125199678241322
9324,smallest,0.4187092411386868,0.8523422003364381
9325,shah,0.3667168327304979,0.7460085089676041
9326,seamless,0.30909717449383,0.6283621795878686
9327,hectar,0.4077975110283783,0.8303222021621562
9328,tamil,0.364844938076746,0.7424651306961136
9329,momentari,0.27510198428284915,0.558892729912566
9330,tab,0.3467777708560321,0.7055765627466977
9331,lever,0.3644253980909877,0.7417401788670951
9332,malpractic,0.29997295063812235,0.6099333646219122
9333,cheapli,0.3002346659487225,0.6104911399649103
9334,python,0.3703256180114704,0.7539832722175069
9335,vat,0.33468937373568186,0.6810908099542679
9336,fetish,0.3394443052640853,0.6908525621991577
9337,asgard,0.2627367233973089,0.533812901027372
9338,transatlant,0.3400906458382537,0.6922865317217601
9339,conjoin,0.27071659194743536,0.55027239701997
9340,fiasco,0.2648629125569483,0.5383179363444359
9341,med,0.3272475748066829,0.6660821449808118
9342,neighbourhood,0.4026514260293597,0.8206230673492286
9343,rivet,0.3236251007313737,0.6588074978648558
9344,polym,0.4014813986349575,0.8183111148981915
9345,slump,0.3380169888964357,0.6883154565363736
9346,turkish,0.3600839725763759,0.7335523282403802
9347,oneself,0.3641637552896072,0.7419448856527895
9348,dine,0.4136942999411592,0.8434358896962756
9349,compact,0.4391605349241734,0.8956597780475096
9350,slayer,0.3348263617265781,0.6819175288720821
9351,stretcher,0.29325053392937384,0.5967571991463807
9352,redrawn,0.2585426183552517,0.5257333226122043
9353,swoop,0.2466806052777114,0.5014287422728413
9354,cognat,0.3478772163721469,0.7088548108492145
9355,scribe,0.3417768940295246,0.6964275894651732
9356,recoup,0.2901492762319717,0.5906562916893481
9357,tenac,0.2622688415397182,0.5335553703220411
9358,exclaim,0.3344613964576374,0.6815426778052688
9359,eugen,0.3600705769362525,0.7340566575080828
9360,overload,0.34601896090385953,0.7052709853026634
9361,bibliographi,0.3509745597384624,0.7155055243023104
9362,nanotechnolog,0.33857683708506925,0.6901463275701555
9363,triplet,0.3266028661465552,0.6656868048744911
9364,analogu,0.3906768977979851,0.7971964187234153
9365,orthodox,0.4217046638724096,0.8608506197850925
9366,freeman,0.2683709882973009,0.5463766323040876
9367,perplex,0.2828805759130968,0.5761533637593161
9368,reload,0.3189577348280285,0.650172649295594
9369,ja,0.32278637610340233,0.6580818079008081
9370,unansw,0.29565584778347165,0.6024796160650493
9371,vantag,0.2763688838038574,0.5629582290461005
9372,celebratori,0.2877766654003157,0.5864378044653156
9373,rite,0.4246423783798871,0.867313964740009
9374,metaphys,0.41151468884942544,0.8404379714571095
9375,cert,0.2535532190746216,0.516284494089308
9376,unsatisfi,0.3050514995366631,0.6219711661663215
9377,randomli,0.3898520596801315,0.7960260005221494
9378,mam,0.22205239208796804,0.4516908316192722
9379,devout,0.3626593787156415,0.7405216417046702
9380,fluiditi,0.2694388064032581,0.5491526052257653
9381,ko,0.3344946034969584,0.6827514016420292
9382,paycheck,0.26005151841799523,0.5299172685005026
9383,istanbul,0.2567090131363297,0.5230584711814085
9384,multiplay,0.38994823423788494,0.7966384916834962
9385,abdic,0.33953425197287124,0.6932234928969158
9386,backstori,0.3276266830326522,0.6688285931196666
9387,disparagingli,0.20135398781711533,0.4095037791109872
9388,mg,0.4106757962342881,0.8394352056537903
9389,chide,0.2476442882639621,0.5046210624863121
9390,rhino,0.30866974614241105,0.6299703185597966
9391,spinoff,0.3241320279651888,0.6617303620182967
9392,cathedr,0.424942120735759,0.8687919395649542
9393,swung,0.29337224897521097,0.5987784875915344
9394,sulli,0.2091127676386063,0.4256964774750605
9395,psychiatrist,0.4187713371912109,0.8565432071232967
9396,momentum,0.4259137615479479,0.8712412451972263
9397,unicef,0.21442315183865035,0.4366713376097701
9398,exec,0.2583331775068081,0.5269396836057406
9399,causa,0.29832604112546995,0.6091494995880464
9400,brotherhood,0.33632527871981044,0.6872557921160207
9401,transplant,0.4084838563858305,0.8355987592237223
9402,issuanc,0.33001349877545183,0.6743593466889525
9403,prefectur,0.3970319366545876,0.8122110314388422
9404,cartel,0.3619339458311645,0.7401074383562584
9405,toss,0.3804719907087182,0.7782268709236719
9406,barbara,0.25216493750430835,0.5144426603757236
9407,admitt,0.2861915083471458,0.5845584297424765
9408,loser,0.3718432493202831,0.7607647947539421
9409,frontal,0.3725217057448036,0.7622315818804124
9410,felon,0.28578088794148715,0.5838213325910541
9411,approx,0.3328636977857029,0.6807283104917826
9412,multicultur,0.3808189016625492,0.7793751081695662
9413,elaps,0.3064909829034346,0.626512718544259
9414,cruder,0.16159544765872336,0.3284506176878857
9415,bender,0.25091012314655725,0.512235883302531
9416,inland,0.4070670419811798,0.8335366668816329
9417,sodomi,0.2947534615479258,0.6024661688101455
9418,woo,0.32800720469804323,0.6708854906305086
9419,camouflag,0.3750348830216226,0.7677863362309484
9420,ador,0.3468395883479077,0.7097814410250405
9421,annal,0.3630623283693676,0.7431873554216935
9422,explanatori,0.3319642517419944,0.679233647662524
9423,timet,0.323893052370376,0.6626410462370907
9424,philanthropi,0.3342051992297982,0.6838725234538993
9425,deutscher,0.2488298255619016,0.5081907784087701
9426,oklahoma,0.25948824462152564,0.5301418312727337
9427,tutori,0.3318938741855223,0.6792105304240065
9428,ge,0.3073571901159332,0.6287871072964563
9429,contracept,0.39164810702545416,0.8024050551337404
9430,brittl,0.3177308383852965,0.6502183315391132
9431,expropri,0.3317214039497868,0.679146782700829
9432,nap,0.3131728523073881,0.6410346231454452
9433,oliv,0.4216652565833292,0.8645458941471755
9434,mentorship,0.2952428657585615,0.6041934618026504
9435,undivid,0.2715109845571623,0.5553839715213844
9436,dyer,0.20832232597318806,0.4252135042071108
9437,trembl,0.28579150171178225,0.584812783930218
9438,inhal,0.3708667178577125,0.7600997088485006
9439,devalu,0.3353534345891742,0.68700486253628
9440,polem,0.3571564027955817,0.7319986745160455
9441,thermal,0.4451918776387352,0.9134415296181768
9442,foresight,0.2829950180360684,0.5792144850992518
9443,tramp,0.29500264130914355,0.6039925087178654
9444,ingrain,0.2727868987437773,0.5583304685078181
9445,smartphon,0.38778949221728,0.7954724683500851
9446,kri,0.19215318784484609,0.39218844022420896
9447,octagon,0.3311977991110041,0.6788927880672277
9448,sarah,0.27020523155676124,0.5531686820425425
9449,scuba,0.3296051915813961,0.6756656388481229
9450,bass,0.4592718880622741,0.9430373913141764
9451,feeder,0.3310079044386883,0.67857873257538
9452,orchestr,0.4409162857731808,0.9052471799768512
9453,gale,0.3134596635864864,0.6424299934513981
9454,reassert,0.29141267787526715,0.5969959039829517
9455,unionist,0.35109720425965685,0.7200852292529883
9456,cosmolog,0.3922707709118184,0.8050749562155336
9457,nun,0.4057613952171827,0.8329052941513635
9458,rachel,0.23087965282410536,0.4722508304681383
9459,tome,0.2671312794398599,0.5470766394569667
9460,constabl,0.3675412993884767,0.7544076449878161
9461,ri,0.3475435999045245,0.7131610861121311
9462,rightli,0.2986062697184788,0.6122039435485159
9463,tudor,0.262665115999973,0.5380528603348512
9464,fragmentari,0.30810418445084986,0.6318992425308644
9465,pixel,0.39383846901757735,0.8088291266350388
9466,heav,0.2586175407393174,0.5297808239357303
9467,nichola,0.2806952534218541,0.5753460593528668
9468,insurg,0.41215016899682777,0.8466461495282556
9469,gamer,0.3679640990722661,0.7555017578684273
9470,juliet,0.3263437736463687,0.6696152382874089
9471,discover,0.32784510705337144,0.672740894691028
9472,aurora,0.3120376716642136,0.6401284697813318
9473,valet,0.292895445659734,0.6006362504737435
9474,spook,0.26725996617888026,0.5477258463158171
9475,agrarian,0.36992874304345735,0.7596669995257282
9476,humanist,0.4088057064794862,0.8399231478555044
9477,upkeep,0.29222799989847825,0.5993253444129429
9478,microbi,0.3343442177745559,0.6865129243141151
9479,casualti,0.4435211012949589,0.91200881259288
9480,egregi,0.2644549461643546,0.54230299929238
9481,peripheri,0.3461594210255102,0.7110728545121928
9482,oceania,0.3461735289022321,0.7111097951575001
9483,dearli,0.24862639120164945,0.5096323074518379
9484,vera,0.25415967141844964,0.521069088358776
9485,php,0.2828703495164848,0.5803941204890811
9486,ireland,0.38555787314782575,0.7925230550321748
9487,entrepreneurship,0.3484667733138449,0.7159366365831998
9488,sahara,0.371227722600964,0.7630615657431747
9489,cafe,0.3863698999853915,0.7943466747352576
9490,southeastern,0.4144740698980316,0.852418309723928
9491,childless,0.3239535554267239,0.6654461684333179
9492,tens,0.4047549855867064,0.8324698640480211
9493,denizen,0.2434385653399883,0.4991393358503751
9494,retro,0.3390068713953809,0.6966296458551884
9495,metric,0.4456827501375609,0.9171522311442412
9496,congreg,0.4445759419292511,0.9148716376509208
9497,leonardo,0.20149608549269332,0.4125323778355581
9498,solstic,0.3141969525983839,0.6454595718075451
9499,gauntlet,0.2968638950439455,0.6096449918327073
9500,terrac,0.3935938837660379,0.8096038995784742
9501,hourli,0.30705533307932764,0.6308006283217377
9502,carlisl,0.243958694047432,0.5003792192908787
9503,inorgan,0.3446164594043307,0.7084814676325586
9504,statesmen,0.2811569772076514,0.5773026240581136
9505,duo,0.4426026083698409,0.9111113193597852
9506,undeni,0.3050866684307578,0.6268370281280797
9507,flick,0.3283583905520031,0.6750737981809476
9508,silicon,0.4172835615670157,0.8589963541586483
9509,toronto,0.3523111700061096,0.7246565293863131
9510,centrepiec,0.2535143129965313,0.5203779141671386
9511,pub,0.4230143693383661,0.87092760210437
9512,livabl,0.2422982953927005,0.4972230971008592
9513,remand,0.31826655191300657,0.6543927591447071
9514,congo,0.3302935830717111,0.6792778413219593
9515,enmesh,0.19840681583776645,0.40649691382469016
9516,tay,0.2310990720371059,0.474130748180442
9517,condens,0.4200644211085261,0.8651746240197083
9518,britannica,0.2913898461771525,0.5989689338603239
9519,gruesom,0.30373241959366004,0.6245280176591603
9520,shrine,0.4325026066953255,0.8909763247046797
9521,lain,0.2346248351856777,0.4816219876973259
9522,ransack,0.2796697504371461,0.5750423475547097
9523,talli,0.3672431543156024,0.7563872778233882
9524,ludicr,0.2729281561194419,0.5611951987251179
9525,tac,0.2867483099613745,0.5898122025996058
9526,geologist,0.3737524638390799,0.769975750995511
9527,rariti,0.34818920978168943,0.7170985470155692
9528,emblazon,0.2578723271763719,0.5301016868931403
9529,honore,0.2929232316065856,0.6027434300743438
9530,metro,0.3808464681840913,0.7849832314018238
9531,lockdown,0.25252952282837104,0.5192589271764744
9532,indiscret,0.2336014627355925,0.4800725884243111
9533,irrig,0.4204246812091509,0.8671064495454829
9534,subjug,0.3320550464355547,0.6840417875752052
9535,kneel,0.3295776028610635,0.6790115001642311
9536,napoleon,0.3698890361481858,0.7626453522981098
9537,roadway,0.3351973763364404,0.690793266089658
9538,shrank,0.25675265647443457,0.5282559860342596
9539,crumpl,0.22175226298215311,0.4557479907512606
9540,cumul,0.38488869452418906,0.7939064164179863
9541,honey,0.4283666941589511,0.8840646561706496
9542,sophi,0.2249925945365604,0.4625740565018219
9543,intak,0.4080990944583189,0.8421672089759563
9544,prophet,0.42415027000926986,0.8755666596880389
9545,hospitalis,0.29937618053284354,0.6169456209572304
9546,sling,0.3040101782828559,0.6265658971232526
9547,involuntari,0.3539614405817192,0.7301886063381532
9548,dodg,0.3112649047293792,0.6417504867146129
9549,militar,0.3401070624316491,0.7016057241966672
9550,macro,0.3659546058162626,0.7552220565037692
9551,caveat,0.2884521471804412,0.5944886051127891
9552,churchyard,0.2991783929437436,0.6167918141703027
9553,allegor,0.3222699197092186,0.6647164188165712
9554,poorest,0.34560556106440177,0.7132293015972696
9555,snatch,0.3375486250927007,0.6965387341508413
9556,helix,0.3209689586141409,0.6622071927759491
9557,sung,0.4358619360777616,0.9006843682158877
9558,countrywid,0.2320532320366293,0.4777966578615884
9559,encyclopædia,0.2909963168693499,0.6001828842520636
9560,hibern,0.2967266723900981,0.6121886141048765
9561,pastim,0.30427915322184185,0.6279171978264212
9562,macho,0.2776294484210804,0.5726141790738181
9563,os,0.3882588806812876,0.8023890234957968
9564,insepar,0.3120386172751505,0.644131559206481
9565,shaft,0.4214539560667705,0.8713910010634571
9566,tuberculosi,0.3920347031282101,0.8103423990764231
9567,garter,0.2616649793904291,0.539620828775974
9568,guerrilla,0.40415254024961855,0.8356566821736348
9569,laudatori,0.2112874413270712,0.43507076532761824
9570,raj,0.29619231460317463,0.6115177238741976
9571,dioxid,0.42515545104371777,0.8794330868106601
9572,provenc,0.2865947182613472,0.5916032533779968
9573,korean,0.3997093490031501,0.8266230470228151
9574,discipl,0.4230155749260186,0.8751286100862756
9575,sage,0.3875583477187433,0.8014690745409573
9576,deepest,0.34391624931646403,0.7108967474431447
9577,discret,0.4394657873946419,0.9094761975402575
9578,hippo,0.2798010975650531,0.5776785680036151
9579,ami,0.2923704083354769,0.6038287147703458
9580,israel,0.3876648240807472,0.8018920835513111
9581,node,0.4456472437732699,0.9224331202185404
9582,cute,0.3215543413620533,0.6645397556311288
9583,sip,0.3190263497689957,0.6592954773529011
9584,withstand,0.374298311121234,0.7742859389337844
9585,conservationist,0.3151638334140465,0.6513718543462637
9586,hardcov,0.3300245917566853,0.6823329293498127
9587,rice,0.4528341815086441,0.9376693324774664
9588,sponsorship,0.4155348588792963,0.8601840793500982
9589,ct,0.29961463302082336,0.6191912639918024
9590,parachut,0.3951115659596206,0.8177556244561066
9591,rehab,0.3112501194975671,0.6433955545192359
9592,vanish,0.4050806132115316,0.8385163909925981
9593,nutrit,0.4337668516440456,0.8981860645849826
9594,timer,0.34766790576204043,0.7191757651784092
9595,gentler,0.22835769093014224,0.4710873587454695
9596,caucu,0.3372600892377597,0.6975738022342153
9597,upturn,0.25485881442976976,0.5262183350816365
9598,anatom,0.3640014162430539,0.7533048847338636
9599,crypt,0.3403679221765358,0.7041600471982741
9600,dispossess,0.2887727612854937,0.5968601686276384
